FEEDBACK_APP;FEEDBACK_VALUE;FEEDBACK_DATE;USER_ID;DATE;RTT;DL;UL;DJ;UJ;DTH;UTH;SKYPE___VOICE_CALL___MOS;YOUTUBE___VIDEO_PLAYBACK___P_720___MOS;NETWORK_CLASS;NETWORK_TYPE;MOBILE_OPERATOR;SIGNAL_STRENGTH_RSSI__dBm(0);SIGNAL_STRENGTH_LEVEL(0);IS_IN_AIRPLANE_MODE;IS_MOBILE_DATA_ENABLED;IS_ROAMING_DATA_ENABLED;IS_IN_ROAMING;IS_WIFI_CONNECTED;SIGNAL_STRENGTH_RSSI__dBm(1);SIGNAL_STRENGTH_LEVEL(1)
YOUTUBE___GENERAL___MOS;1;2019-08-07 10:40:39.830000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:41:25.518000;525273326,2;0;0;1280901,76;9609434,52;639770,7105;36399,57543;4;1;3G;HSPAP;63601;-96;4;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-07 10:40:43.922000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:41:25.518000;525273326,2;0;0;1280901,76;9609434,52;639770,7105;36399,57543;4;1;3G;HSPAP;63601;-96;4;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-07 10:40:49.467000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:41:25.518000;525273326,2;0;0;1280901,76;9609434,52;639770,7105;36399,57543;4;1;3G;HSPAP;63601;-96;4;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;2;2019-08-07 10:40:55.317000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:41:25.518000;525273326,2;0;0;1280901,76;9609434,52;639770,7105;36399,57543;4;1;3G;HSPAP;63601;-96;4;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-07 10:41:03.585000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:41:25.518000;525273326,2;0;0;1280901,76;9609434,52;639770,7105;36399,57543;4;1;3G;HSPAP;63601;-96;4;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;2;2019-08-07 10:41:12.714000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:41:25.518000;525273326,2;0;0;1280901,76;9609434,52;639770,7105;36399,57543;4;1;3G;HSPAP;63601;-96;4;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-07 10:41:16.468000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:41:25.518000;525273326,2;0;0;1280901,76;9609434,52;639770,7105;36399,57543;4;1;3G;HSPAP;63601;-96;4;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;2;2019-08-07 10:44:57.124000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:48:02.199000;257799923,1;0,06;0;1253602;2975400,84;2444534,205;23174,43418;4;4;2G;EDGE;63601;-69;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:45:16.650000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:48:02.199000;257799923,1;0,06;0;1253602;2975400,84;2444534,205;23174,43418;4;4;2G;EDGE;63601;-69;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:45:16.650000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:48:02.199000;257799923,1;0,06;0;1253602;2975400,84;2444534,205;23174,43418;4;4;2G;EDGE;63601;-69;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:58:56.469000;933c25ce-e1f1-418f-b3c2-27d1fb3cfd97;2019-08-07 10:58:37.165000;893604272,9;0;0;3891764,96;13208959;3537968,457;30739,71038;5;4;3G;HSPAP;63601;-85;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:59:00.103000;933c25ce-e1f1-418f-b3c2-27d1fb3cfd97;2019-08-07 10:58:37.165000;893604272,9;0;0;3891764,96;13208959;3537968,457;30739,71038;5;4;3G;HSPAP;63601;-85;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 11:04:31.671000;933c25ce-e1f1-418f-b3c2-27d1fb3cfd97;2019-08-07 11:06:25.808000;831073552,1;0;0;2938605,28;14377385,04;2848471,147;29253,29017;5;4;3G;HSPA;63601;-85;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 11:05:02.415000;933c25ce-e1f1-418f-b3c2-27d1fb3cfd97;2019-08-07 11:06:25.808000;831073552,1;0;0;2938605,28;14377385,04;2848471,147;29253,29017;5;4;3G;HSPA;63601;-85;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-07 11:54:12.776000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-07 11:54:00.642000;654002701,2;0,04;0;2041128,917;3946980,06;1569182,912;334889,5886;5;4;4G;LTE;63601;-84;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 11:57:18.822000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-07 11:56:58.816000;476646551,6;0;0;760034,88;2882756,64;3409099,565;341971,3538;5;4;4G;LTE;63601;-85;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-07 16:11:43.704000;7b168c39-81aa-4c37-9ce0-c2eda18a424b;2019-08-07 16:09:58.767000;703389137,5;0,111111111;0,1;20127577,45;30675206,93;1056666,556;26703,52369;5;1;3G;HSPAP;63601;-75;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-07 16:11:53.177000;7b168c39-81aa-4c37-9ce0-c2eda18a424b;2019-08-07 16:09:58.767000;703389137,5;0,111111111;0,1;20127577,45;30675206,93;1056666,556;26703,52369;5;1;3G;HSPAP;63601;-75;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-07 16:12:12.671000;7b168c39-81aa-4c37-9ce0-c2eda18a424b;2019-08-07 16:13:53.455000;219032053,1;0,06;0;981750,5319;1705236,28;4108426,804;267848,5623;5;4;3G;HSPAP;63601;-70;5;False;False;False;False;False;-Inf;-2147483648
SKYPE___GENERAL___MOS;4;2019-08-07 16:12:32.558000;7b168c39-81aa-4c37-9ce0-c2eda18a424b;2019-08-07 16:13:53.455000;219032053,1;0,06;0;981750,5319;1705236,28;4108426,804;267848,5623;5;4;3G;HSPAP;63601;-70;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-08-07 16:12:46.238000;7b168c39-81aa-4c37-9ce0-c2eda18a424b;2019-08-07 16:13:53.455000;219032053,1;0,06;0;981750,5319;1705236,28;4108426,804;267848,5623;5;4;3G;HSPAP;63601;-70;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-08-07 16:12:54.498000;7b168c39-81aa-4c37-9ce0-c2eda18a424b;2019-08-07 16:13:53.455000;219032053,1;0,06;0;981750,5319;1705236,28;4108426,804;267848,5623;5;4;3G;HSPAP;63601;-70;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-08-07 16:13:05.100000;7b168c39-81aa-4c37-9ce0-c2eda18a424b;2019-08-07 16:13:53.455000;219032053,1;0,06;0;981750,5319;1705236,28;4108426,804;267848,5623;5;4;3G;HSPAP;63601;-70;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-08-07 16:13:12.645000;7b168c39-81aa-4c37-9ce0-c2eda18a424b;2019-08-07 16:13:53.455000;219032053,1;0,06;0;981750,5319;1705236,28;4108426,804;267848,5623;5;4;3G;HSPAP;63601;-70;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-08-07 16:13:20.310000;7b168c39-81aa-4c37-9ce0-c2eda18a424b;2019-08-07 16:13:53.455000;219032053,1;0,06;0;981750,5319;1705236,28;4108426,804;267848,5623;5;4;3G;HSPAP;63601;-70;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-08-07 16:13:28.703000;7b168c39-81aa-4c37-9ce0-c2eda18a424b;2019-08-07 16:13:53.455000;219032053,1;0,06;0;981750,5319;1705236,28;4108426,804;267848,5623;5;4;3G;HSPAP;63601;-70;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-08-07 16:13:36.108000;7b168c39-81aa-4c37-9ce0-c2eda18a424b;2019-08-07 16:13:53.455000;219032053,1;0,06;0;981750,5319;1705236,28;4108426,804;267848,5623;5;4;3G;HSPAP;63601;-70;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-08-07 16:13:44.725000;7b168c39-81aa-4c37-9ce0-c2eda18a424b;2019-08-07 16:13:53.455000;219032053,1;0,06;0;981750,5319;1705236,28;4108426,804;267848,5623;5;4;3G;HSPAP;63601;-70;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-08-07 16:13:52.859000;7b168c39-81aa-4c37-9ce0-c2eda18a424b;2019-08-07 16:13:53.455000;219032053,1;0,06;0;981750,5319;1705236,28;4108426,804;267848,5623;5;4;3G;HSPAP;63601;-70;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 16:14:01.550000;7b168c39-81aa-4c37-9ce0-c2eda18a424b;2019-08-07 16:13:53.455000;219032053,1;0,06;0;981750,5319;1705236,28;4108426,804;267848,5623;5;4;3G;HSPAP;63601;-70;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 16:14:17.274000;7b168c39-81aa-4c37-9ce0-c2eda18a424b;2019-08-07 16:14:37.442000;874275648,1;0,01;0;3411787,495;12044881,16;5286019,906;28533,42878;5;4;3G;HSPAP;63601;-70;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-08-08 11:54:34.192000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-08-08 11:54:31.216000;137551011,5;0;0;456133,68;1984116,8;4146228,976;3430485,391;5;5;4G;LTE;63601;-103;4;False;False;False;False;False;+Inf;2147483647
YOUTUBE___GENERAL___MOS;5;2019-08-08 11:54:47.981000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-08-08 11:54:43.205000;138140298,5;0;0;604163,72;1773564,22;4725821,695;3247096,677;5;5;4G;LTE;63601;-103;4;False;False;False;False;False;+Inf;2147483647
YOUTUBE___GENERAL___MOS;5;2019-08-08 11:54:53.442000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-08-08 11:54:43.205000;138140298,5;0;0;604163,72;1773564,22;4725821,695;3247096,677;5;5;4G;LTE;63601;-103;4;False;False;False;False;False;+Inf;2147483647
YOUTUBE___GENERAL___MOS;5;2019-08-08 11:54:58.936000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-08-08 11:54:43.205000;138140298,5;0;0;604163,72;1773564,22;4725821,695;3247096,677;5;5;4G;LTE;63601;-103;4;False;False;False;False;False;+Inf;2147483647
YOUTUBE___GENERAL___MOS;3;2019-08-08 11:55:04.397000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-08-08 11:54:43.205000;138140298,5;0;0;604163,72;1773564,22;4725821,695;3247096,677;5;5;4G;LTE;63601;-103;4;False;False;False;False;False;+Inf;2147483647
YOUTUBE___GENERAL___MOS;5;2019-08-08 11:55:09.048000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-08-08 11:54:43.205000;138140298,5;0;0;604163,72;1773564,22;4725821,695;3247096,677;5;5;4G;LTE;63601;-103;4;False;False;False;False;False;+Inf;2147483647
YOUTUBE___GENERAL___MOS;5;2019-08-08 11:55:13.696000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-08-08 11:55:43.067000;136150715,4;0;0;451221,08;1946494,06;8343999,555;5855532,345;5;5;4G;LTE;63601;-104;4;False;False;False;False;False;+Inf;2147483647
YOUTUBE___GENERAL___MOS;5;2019-08-08 11:55:19.867000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-08-08 11:55:43.067000;136150715,4;0;0;451221,08;1946494,06;8343999,555;5855532,345;5;5;4G;LTE;63601;-104;4;False;False;False;False;False;+Inf;2147483647
YOUTUBE___GENERAL___MOS;5;2019-08-08 11:55:30.350000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-08-08 11:55:43.067000;136150715,4;0;0;451221,08;1946494,06;8343999,555;5855532,345;5;5;4G;LTE;63601;-104;4;False;False;False;False;False;+Inf;2147483647
YOUTUBE___GENERAL___MOS;5;2019-08-08 11:55:35.963000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-08-08 11:55:43.067000;136150715,4;0;0;451221,08;1946494,06;8343999,555;5855532,345;5;5;4G;LTE;63601;-104;4;False;False;False;False;False;+Inf;2147483647
YOUTUBE___GENERAL___MOS;5;2019-08-08 11:55:41.457000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-08-08 11:55:43.067000;136150715,4;0;0;451221,08;1946494,06;8343999,555;5855532,345;5;5;4G;LTE;63601;-104;4;False;False;False;False;False;+Inf;2147483647
YOUTUBE___GENERAL___MOS;5;2019-08-08 11:55:46.225000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-08-08 11:55:43.067000;136150715,4;0;0;451221,08;1946494,06;8343999,555;5855532,345;5;5;4G;LTE;63601;-104;4;False;False;False;False;False;+Inf;2147483647
YOUTUBE___GENERAL___MOS;5;2019-08-08 11:55:50.641000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-08-08 11:55:43.067000;136150715,4;0;0;451221,08;1946494,06;8343999,555;5855532,345;5;5;4G;LTE;63601;-104;4;False;False;False;False;False;+Inf;2147483647
YOUTUBE___GENERAL___MOS;5;2019-08-08 11:55:55.017000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-08-08 11:55:43.067000;136150715,4;0;0;451221,08;1946494,06;8343999,555;5855532,345;5;5;4G;LTE;63601;-104;4;False;False;False;False;False;+Inf;2147483647
YOUTUBE___GENERAL___MOS;5;2019-08-08 11:56:05.941000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-08-08 11:55:43.067000;136150715,4;0;0;451221,08;1946494,06;8343999,555;5855532,345;5;5;4G;LTE;63601;-104;4;False;False;False;False;False;+Inf;2147483647
YOUTUBE___GENERAL___MOS;5;2019-08-08 11:56:16.487000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-08-08 11:55:43.067000;136150715,4;0;0;451221,08;1946494,06;8343999,555;5855532,345;5;5;4G;LTE;63601;-104;4;False;False;False;False;False;+Inf;2147483647
YOUTUBE___GENERAL___MOS;5;2019-08-09 18:16:31.948000;4c16840b-c218-455a-8e5c-fbe800c40929;2019-08-09 18:17:04.696000;237378904,1;0;0;865258,24;2852760,26;618206,8119;36706,75902;4;5;3G;HSPAP;63601;-85;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-08-09 18:16:42.681000;4c16840b-c218-455a-8e5c-fbe800c40929;2019-08-09 18:17:04.696000;237378904,1;0;0;865258,24;2852760,26;618206,8119;36706,75902;4;5;3G;HSPAP;63601;-85;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-08-09 18:16:56.914000;4c16840b-c218-455a-8e5c-fbe800c40929;2019-08-09 18:17:04.696000;237378904,1;0;0;865258,24;2852760,26;618206,8119;36706,75902;4;5;3G;HSPAP;63601;-85;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-08-09 18:17:08.797000;4c16840b-c218-455a-8e5c-fbe800c40929;2019-08-09 18:17:04.696000;237378904,1;0;0;865258,24;2852760,26;618206,8119;36706,75902;4;5;3G;HSPAP;63601;-85;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-08-10 10:04:03.156000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-08-10 10:04:02.592000;174456073,1;0;0;659787,72;3177352,28;110464,9221;32616,93881;4;4;3G;HSPAP;63601;-78;5;False;False;False;False;False;+Inf;2147483647
YOUTUBE___GENERAL___MOS;1;2019-08-10 11:48:12.700000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-08-10 11:48:38.852000;132129393,9;0;0;792163,78;2222272,86;5410000,393;8072362,821;5;5;4G;LTE;63601;-97;5;False;False;False;False;False;+Inf;2147483647
YOUTUBE___GENERAL___MOS;5;2019-08-10 11:48:20.795000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-08-10 11:48:38.852000;132129393,9;0;0;792163,78;2222272,86;5410000,393;8072362,821;5;5;4G;LTE;63601;-97;5;False;False;False;False;False;+Inf;2147483647
YOUTUBE___GENERAL___MOS;5;2019-08-10 15:57:29.750000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 15:57:05.406000;102404122,7;0;0;389982,78;452156,48;9705846,112;3616374,419;5;5;4G;LTE;20801;+Inf;1;False;True;True;False;True;-10;5
YOUTUBE___GENERAL___MOS;5;2019-08-10 15:58:02.034000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 15:58:24.948000;103351793,9;0;0;493317,38;539340,6;9984899,927;2042817,994;5;5;4G;LTE;20801;+Inf;1;False;True;True;False;True;-10;5
YOUTUBE___GENERAL___MOS;5;2019-08-10 15:58:37.452000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 15:58:24.948000;103351793,9;0;0;493317,38;539340,6;9984899,927;2042817,994;5;5;4G;LTE;20801;+Inf;1;False;True;True;False;True;-10;5
YOUTUBE___GENERAL___MOS;5;2019-08-10 16:24:32.262000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 16:24:26.372000;103663033,1;0;0;811776,04;361638,84;9943386,569;11152300,54;5;5;4G;LTE;20801;+Inf;1;False;True;True;False;True;-10;5
YOUTUBE___GENERAL___MOS;5;2019-08-10 16:24:41.551000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 16:24:26.372000;103663033,1;0;0;811776,04;361638,84;9943386,569;11152300,54;5;5;4G;LTE;20801;+Inf;1;False;True;True;False;True;-10;5
SKYPE___GENERAL___MOS;5;2019-08-10 16:27:53.296000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 16:28:22.008000;104479373,6;0;0;307039,6;1052456,96;9602831,198;11363067,77;5;5;4G;LTE;20801;+Inf;1;False;True;True;False;True;-10;5
YOUTUBE___GENERAL___MOS;5;2019-08-10 16:28:05.130000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 16:28:22.008000;104479373,6;0;0;307039,6;1052456,96;9602831,198;11363067,77;5;5;4G;LTE;20801;+Inf;1;False;True;True;False;True;-10;5
YOUTUBE___GENERAL___MOS;5;2019-08-10 16:28:12.612000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 16:28:22.008000;104479373,6;0;0;307039,6;1052456,96;9602831,198;11363067,77;5;5;4G;LTE;20801;+Inf;1;False;True;True;False;True;-10;5
YOUTUBE___GENERAL___MOS;5;2019-08-10 16:28:19.112000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 16:28:22.008000;104479373,6;0;0;307039,6;1052456,96;9602831,198;11363067,77;5;5;4G;LTE;20801;+Inf;1;False;True;True;False;True;-10;5
YOUTUBE___GENERAL___MOS;5;2019-08-10 16:28:30.978000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 16:28:22.008000;104479373,6;0;0;307039,6;1052456,96;9602831,198;11363067,77;5;5;4G;LTE;20801;+Inf;1;False;True;True;False;True;-10;5
YOUTUBE___GENERAL___MOS;5;2019-08-10 16:28:53.744000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 16:29:21.954000;102812234,4;0;0;548509,1;466173,28;9514102,252;10319682,54;5;5;4G;LTE;20801;+Inf;1;False;True;True;False;True;-10;5
YOUTUBE___GENERAL___MOS;5;2019-08-10 16:29:01.599000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 16:29:21.954000;102812234,4;0;0;548509,1;466173,28;9514102,252;10319682,54;5;5;4G;LTE;20801;+Inf;1;False;True;True;False;True;-10;5
YOUTUBE___GENERAL___MOS;5;2019-08-10 16:29:08.480000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 16:29:21.954000;102812234,4;0;0;548509,1;466173,28;9514102,252;10319682,54;5;5;4G;LTE;20801;+Inf;1;False;True;True;False;True;-10;5
YOUTUBE___GENERAL___MOS;5;2019-08-10 16:29:17.563000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 16:29:21.954000;102812234,4;0;0;548509,1;466173,28;9514102,252;10319682,54;5;5;4G;LTE;20801;+Inf;1;False;True;True;False;True;-10;5
YOUTUBE___GENERAL___MOS;5;2019-08-10 16:29:33.244000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 16:29:21.954000;102812234,4;0;0;548509,1;466173,28;9514102,252;10319682,54;5;5;4G;LTE;20801;+Inf;1;False;True;True;False;True;-10;5
YOUTUBE___GENERAL___MOS;5;2019-08-10 16:29:50.176000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 16:29:21.954000;102812234,4;0;0;548509,1;466173,28;9514102,252;10319682,54;5;5;4G;LTE;20801;+Inf;1;False;True;True;False;True;-10;5
YOUTUBE___GENERAL___MOS;5;2019-08-10 16:30:02.779000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 16:30:28.929000;102630306,2;0;0;515041,34;476042,04;9713914,04;11718698,52;5;5;4G;LTE;20801;+Inf;1;False;True;True;False;True;-10;5
YOUTUBE___GENERAL___MOS;5;2019-08-10 16:30:08.973000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 16:30:28.929000;102630306,2;0;0;515041,34;476042,04;9713914,04;11718698,52;5;5;4G;LTE;20801;+Inf;1;False;True;True;False;True;-10;5
YOUTUBE___GENERAL___MOS;5;2019-08-10 16:30:21.211000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 16:30:28.929000;102630306,2;0;0;515041,34;476042,04;9713914,04;11718698,52;5;5;4G;LTE;20801;+Inf;1;False;True;True;False;True;-10;5
YOUTUBE___GENERAL___MOS;5;2019-08-10 16:30:31.362000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 16:30:28.929000;102630306,2;0;0;515041,34;476042,04;9713914,04;11718698,52;5;5;4G;LTE;20801;+Inf;1;False;True;True;False;True;-10;5
YOUTUBE___GENERAL___MOS;5;2019-08-10 16:30:42.420000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 16:30:28.929000;102630306,2;0;0;515041,34;476042,04;9713914,04;11718698,52;5;5;4G;LTE;20801;+Inf;1;False;True;True;False;True;-10;5
YOUTUBE___GENERAL___MOS;5;2019-08-10 16:30:49.512000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 16:30:28.929000;102630306,2;0;0;515041,34;476042,04;9713914,04;11718698,52;5;5;4G;LTE;20801;+Inf;1;False;True;True;False;True;-10;5
YOUTUBE___GENERAL___MOS;5;2019-08-10 16:30:58.762000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 16:30:28.929000;102630306,2;0;0;515041,34;476042,04;9713914,04;11718698,52;5;5;4G;LTE;20801;+Inf;1;False;True;True;False;True;-10;5
YOUTUBE___GENERAL___MOS;5;2019-08-10 16:31:08.028000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 16:31:28.819000;103249958,5;0;0;509941,04;395642,56;10113592,15;12474636,9;5;5;4G;LTE;20801;+Inf;1;False;True;True;False;True;-10;5
YOUTUBE___GENERAL___MOS;5;2019-08-10 16:31:17.707000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 16:31:28.819000;103249958,5;0;0;509941,04;395642,56;10113592,15;12474636,9;5;5;4G;LTE;20801;+Inf;1;False;True;True;False;True;-10;5
YOUTUBE___GENERAL___MOS;5;2019-08-10 16:32:31.227000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 16:32:29.033000;101811560,8;0;0;288422,24;415064,38;10366150,4;2527371,229;5;5;4G;LTE;20801;+Inf;1;False;True;True;False;True;-10;5
YOUTUBE___GENERAL___MOS;5;2019-08-10 16:32:36.245000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 16:32:29.033000;101811560,8;0;0;288422,24;415064,38;10366150,4;2527371,229;5;5;4G;LTE;20801;+Inf;1;False;True;True;False;True;-10;5
YOUTUBE___GENERAL___MOS;5;2019-08-10 16:32:42.250000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 16:32:29.033000;101811560,8;0;0;288422,24;415064,38;10366150,4;2527371,229;5;5;4G;LTE;20801;+Inf;1;False;True;True;False;True;-10;5
YOUTUBE___GENERAL___MOS;5;2019-08-10 16:32:49.761000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 16:32:29.033000;101811560,8;0;0;288422,24;415064,38;10366150,4;2527371,229;5;5;4G;LTE;20801;+Inf;1;False;True;True;False;True;-10;5
YOUTUBE___GENERAL___MOS;5;2019-08-10 16:32:55.066000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 16:32:29.033000;101811560,8;0;0;288422,24;415064,38;10366150,4;2527371,229;5;5;4G;LTE;20801;+Inf;1;False;True;True;False;True;-10;5
YOUTUBE___GENERAL___MOS;5;2019-08-10 16:33:00.610000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 16:33:30.176000;102947156,3;0;0;428243,84;444445,4;10314453,48;7717724,706;5;5;4G;LTE;20801;+Inf;1;False;True;True;False;True;-10;5
YOUTUBE___GENERAL___MOS;5;2019-08-10 16:33:06.081000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 16:33:30.176000;102947156,3;0;0;428243,84;444445,4;10314453,48;7717724,706;5;5;4G;LTE;20801;+Inf;1;False;True;True;False;True;-10;5
YOUTUBE___GENERAL___MOS;5;2019-08-10 16:33:11.961000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 16:33:30.176000;102947156,3;0;0;428243,84;444445,4;10314453,48;7717724,706;5;5;4G;LTE;20801;+Inf;1;False;True;True;False;True;-10;5
YOUTUBE___GENERAL___MOS;5;2019-08-10 16:33:23.084000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 16:33:30.176000;102947156,3;0;0;428243,84;444445,4;10314453,48;7717724,706;5;5;4G;LTE;20801;+Inf;1;False;True;True;False;True;-10;5
YOUTUBE___GENERAL___MOS;5;2019-08-10 16:33:28.744000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 16:33:30.176000;102947156,3;0;0;428243,84;444445,4;10314453,48;7717724,706;5;5;4G;LTE;20801;+Inf;1;False;True;True;False;True;-10;5
